,TYPE,NUMBER,SESSION,AUTHORSHIP,TITLE,URL
0,Projeto de Lei,524/XIV,2,CH,"
Pelo aumento da licença parental atribuída às mães e pais do país, contribuindo, desta forma, para um fortalecimento dos laços familiares e, consequentemente, da taxa de natalidade",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45289
1,Projeto de Lei,523/XIV,2,PCP,"
Prorroga o prazo para a prova de detenção de cofre pelos detentores de armas de fogo (1.ª alteração à Lei n.º 50/2019, de 24 de julho)",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45288
2,Projeto de Lei,522/XIV,2,PCP,"
Reforça os direitos associativos dos militares das Forças Armadas (1.ª alteração à Lei Orgânica n.º 3/2001, de 29 de agosto e ao Decreto-Lei n.º 295/2007, de 22 de agosto)",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45287
3,Projeto de Lei,521/XIV,2,BE,"
Altera o regime do Complemento Solidário para Idosos, fazendo depender a sua atribuição da situação de pobreza do idoso e não do rendimento dos filhos e garantindo a convergência do valor de referência com o limiar de pobreza",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45282
4,Projeto de Lei,520/XIV,2,BE,"
Estabelece o regime para a nacionalização dos CTT",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45264
5,Projeto de Lei,519/XIV,2,CRISTINA RODRIGUES (Ninsc),"
Cria os Centros de Nascimento, reforçando o direito das mulheres grávidas quanto à escolha do local de nascimento",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45260
6,Projeto de Lei,518/XIV,2,PCP,"
Amplia as fontes de financiamento da Segurança Social",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45259
7,Projeto de Lei,517/XIV,2,PCP,"
Estabelece o regime de recuperação do controlo público dos CTT",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45258
8,Projeto de Lei,516/XIV,2,PSD,"
Transfere a sede do Tribunal Constitucional, do Supremo Tribunal Administrativo e da Entidade das Contas e Financiamentos Políticos para a cidade de Coimbra, procedendo à décima alteração à Lei n.º 28/82, de 15 de novembro (Lei da organização, funcionamento e processo do Tribunal Constitucional), à décima terceira alteração ao Estatuto dos Tribunais Administrativos e Fiscais, aprovado pela Lei n.º 13/2002, de 19 de fevereiro, e à terceira alteração à Lei Orgânica n.º2/2005, de 10 de janeiro (Lei de organização e funcionamento da Entidade das Contas e Financiamentos Políticos)",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45253
9,Projeto de Lei,515/XIV,2,PCP,"
Apoios sociais de emergência para o tecido cultural e artístico",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45251
0,Projeto de Lei,514/XIV,2,PCP,"
Cria uma campanha nacional de esterilização de animais no ano 2021",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45249
1,Projeto de Lei,513/XIV,2,Cidadãos,"
Lei que procede à nacionalização dos CTT",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45242
2,Projeto de Lei,512/XIV,2,BE,"
Medidas para a recuperação da atividade das juntas médicas de avaliação de incapacidades",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45241
3,Projeto de Lei,511/XIV,2,PCP,"
Garante a atribuição de um suplemento remuneratório a todos os trabalhadores dos serviços essenciais",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45236
4,Projeto de Lei,510/XIV,2,PCP,"
Assegura a remuneração de referência a 100% aos trabalhadores que integram grupos de risco, no âmbito da doença Covid-19",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45235
5,Projeto de Lei,509/XIV,2,PCP,"
Valorização dos Trabalhadores da Saúde",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45234
6,Projeto de Lei,508/XIV,2,PCP,"
Cria um regime de apoio às famílias na frequência de equipamentos de apoio à infância",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45233
7,Projeto de Lei,507/XIV,2,PCP,"
Fixa regime e os critérios de atribuição, montante dos acréscimos em suplementos remuneratórios e das compensações que se fundamentem na prestação de trabalho em condições de risco, penosidade e insalubridade (14.ª alteração à Lei n.º 35/2014, de 20 de junho - Lei Geral de Trabalho em Funções Públicas)",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45231
8,Projeto de Lei,506/XIV,2,CDS-PP,"
Consagra a disciplina de Cidadania e Desenvolvimento de frequência facultativa para os alunos",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45230
9,Projeto de Resolução,1194/XIV,2,CDS-PP,"
Implementação de medidas na área das doenças raras",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110666
0,Projeto de Resolução,1193/XIV,2,IL,"
Pela retoma de todas as modalidades desportivas e abertura ao público de estádios, pavilhões e demais recintos desportivos durante o mês de Abril",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110657
1,Projeto de Resolução,1192/XIV,2,PAN,"
Recomenda ao Governo a preservação do património da antiga Estação Ferroviária Porto-Boavista 
",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110656
2,Projeto de Resolução,1191/XIV,2,PCP,"
Aproveitamento do Aeroporto de Beja nas suas diversas dimensões e potencialidades",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110655
3,Projeto de Resolução,1190/XIV,2,CRISTINA RODRIGUES (Ninsc),"
Recomenda ao Governo investimento na transição digital nos Museus, Palácios e Monumentos",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110654
4,Projeto de Resolução,1189/XIV,2,CRISTINA RODRIGUES (Ninsc),"
Pelo reforço da conservação e promoção do Património Cultural Português",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110653
5,Projeto de Resolução,1188/XIV,2,JOACINE KATAR MOREIRA (Ninsc),"
Por uma política da água que assegura a equidade de acesso e o abastecimento das populações ",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110651
6,Projeto de Resolução,1187/XIV,2,PAR,"
Deslocação do Presidente da República a Andorra",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110644
7,Projeto de Resolução,1186/XIV,2,CDS-PP,"
Recomenda ao Governo que tome todas as medidas urgentes e necessárias com vista à resolução da poluição no rio Nabão",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110643
8,Projeto de Resolução,1185/XIV,2,CDS-PP,"
Recomenda ao Governo que permita a prossecução dos estudos aos dois alunos impedidos pelos pais de frequentarem as aulas de cidadania e desenvolvimento",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110641
9,Projeto de Resolução,1184/XIV,2,BE,"
Recomenda ao Governo um investimento robusto na educação no âmbito de um plano de recuperação de aprendizagens e do desenvolvimento pessoal e social dos alunos",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110640
0,Projeto de Resolução,1183/XIV,2,PCP,"
Desenvolvimento do Aparelho Produtivo Nacional – Incorporação Nacional na produção de Material Circulante Ferroviário",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110635
1,Projeto de Resolução,1182/XIV,2,BE,"
Por uma maior equidade na distribuição dos fundos estruturais europeus para a região da Península de Setúbal",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110634
2,Projeto de Resolução,1181/XIV,2,PCP,"
Recomenda ao Governo a revisão das carreiras profissionais da Polícia de Segurança Pública",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110633
3,Projeto de Resolução,1180/XIV,2,PS,"
Recomenda a adoção de medidas com vista à partilha de informação para o acompanhamento e regulação da atividade de Apoio Social para Pessoas Idosas sem Alojamento",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110632
4,Projeto de Resolução,1179/XIV,2,PS,"
Recomenda ao Governo a Valorização da Importância dos Ecossistemas Costeiros Continentais nos Instrumentos de Política de Conservação e Uso Sustentável dos Recursos Marinhos",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110631
5,Projeto de Resolução,1178/XIV,2,PSD,"
Recomenda ao Governo a Vacinação de  Pessoas com deficit cognitivo, paralisia cerebral, transtornos do espetro do autismo e doenças neuromusculares, com incapacidade igual ou superior a 60% a prioridade na 2ª fase da vacinação contra a Covid-19, a partir dos 18 anos de idade",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110630
6,Projeto de Resolução,1177/XIV,2,JOACINE KATAR MOREIRA (Ninsc),"
Recomenda ao Governo proceder à declaração de nulidade do trespasse da concessão de seis Aproveitamento Hidroelétricos (Miranda, Picote, Bemposta, Foz-Tua, Baixo Sabor e Feiticeiro) da EDP para a Engie",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110625
7,Projeto de Resolução,1176/XIV,2,PCP,"
Propõe a oferta de um exemplar da Constituição da República Portuguesa a cada estudante do 3.º ciclo do ensino básico e do ensino secundário",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110624
8,Projeto de Resolução,1175/XIV,2,PSD,"
Recomenda ao governo que publique a legislação sobre prevenção da contaminação e remediação de solos - ProSolos - e que reforce as ações inspetivas e de fiscalização",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110623
9,Projeto de Resolução,1174/XIV,2,PS,"
Recomenda ao Governo que adote as medidas necessárias, no âmbito de um apoio extraordinário, para a recuperação das zonas afetadas pelas intempéries de dezembro na Costa Norte da Madeira",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110621
0,Projeto de Resolução,1173/XIV,2,CDS-PP,"
Recomenda ao Governo a execução, com urgência, do troço do IC8, entre Pombal e Avelar (Ansião), e a cabimentação dos necessários recursos financeiros",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110618
1,Projeto de Resolução,1172/XIV,2,PSD,"
Recomenda ao Governo a implementação urgente do Plano Estratégico Nacional de Telesaúde",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110617
2,Projeto de Resolução,1171/XIV,2,PCP,"
Pela requalificação e reabertura do serviço regional e inter-regional de transporte ferroviário no Alentejo Litoral e Distrito de Setúbal",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110616
3,Projeto de Resolução,1170/XIV,2,PCP,"
Pela dinamização do transporte ferroviário na linha do Algarve essencial ao desenvolvimento da região e bem-estar da população",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110615
4,Projeto de Resolução,1169/XIV,2,PS,"
Recomenda ao governo que promova a salvaguarda e valorização da Serra de Carnaxide",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110613
5,Projeto de Resolução,1168/XIV,2,PS,"
Recomenda ao Governo a concretização da ligação entre o IC9 e a A1",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110612
6,Projeto de Resolução,1167/XIV,2,PSD,"
Reforço da proteção laboral dos cuidadores informais",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110611
7,Projeto de Resolução,1166/XIV,2,PEV,"
Recomenda ao Governo, que exerce atualmente a Presidência do Conselho Europeu, a defesa da redução substancial de emissões de gases com efeito de estufa, com vista ao cumprimento do Acordo de Paris",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110610
8,Projeto de Resolução,1165/XIV,2,PCP,"
Reconstituição das NUTS 3 Grande Lisboa e Península de Setúbal no âmbito da NUTS 2 AML
",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110608
9,Projeto de Resolução,1164/XIV,2,CH,"
Pela dignificação da actividade de guarda florestal, reforço dos seus efectivos, revisão da carreira profissional e equiparação/liquidação de subsídios de risco, escala ou patrulha de acordo com os demais profissionais de segurança",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110607
0,Projeto de Resolução,1163/XIV,2,PEV,"
Implementação de medidas para a monitorização, despoluição e valorização do rio Dão e seus afluentes",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110605
1,Projeto de Resolução,1162/XIV,2,IL,"
Pelo direito das crianças a brincar nos parques infantis",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110604
2,Projeto de Resolução,1161/XIV,2,PEV,"
Programa nacional para o uso eficiente da água",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110603
3,Projeto de Resolução,1160/XIV,2,PSD,"
Pela promoção do conhecimento do património arqueológico em Portugal, pela sua valorização salvaguarda e preservação ",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110597
4,Projeto de Resolução,1159/XIV,2,PEV,"
Pela necessidade de integrar a preservação da biodiversidade marinha nas obras de infraestruturas Portuárias",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110595
5,Projeto de Resolução,1158/XIV,2,PCP,"
Reforço da Capacidade do Serviço Nacional de Saúde",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110593
6,Projeto de Resolução,1157/XIV,2,PCP,"
Programa gratuito de dispensa regular de autotestes domiciliários covid19",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110592
7,Projeto de Resolução,1156/XIV,2,PCP,"
Pelo Reforço da Estrutura de Saúde Pública",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110590
8,Projeto de Resolução,1155/XIV,2,PCP,"
Valorização Profissional, Social e Remuneratória dos Trabalhadores da Saúde",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110589
9,Projeto de Resolução,1154/XIV,2,PAN,"
Recomenda ao Governo que incentive o desenvolvimento de novo modelo de máscaras transparentes certificadas e garanta o total acesso da comunidade surda aos serviços públicos no contexto COVID-19",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110588
0,Projeto de Resolução,1153/XIV,2,BE,"
Massificar a testagem para controlar a pandemia",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110587
1,Projeto de Resolução,1152/XIV,2,CH,"
Recomenda ao Governo que autorize a atribuição do subsídio extraordinário de risco no combate à pandemia de Covid-19, também aos agentes das polícias municipais, acabando, desta forma, com a situação discriminatória que afeta estes profissionais",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110584
2,Projeto de Resolução,1151/XIV,2,PSD,"
Recomenda ao Governo a antecipação da testagem dos professores, funcionários e alunos (secundário) para a semana anterior ao início das aulas",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110580
3,Projeto de Resolução,1150/XIV,2,CH,"
Pelo pagamento das despesas de internet e telefone aos trabalhadores do Estado em Teletrabalho",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110579
4,Projeto de Resolução,1149/XIV,2,CH,"
Recomenda ao Governo que acione os mecanismos necessários para a integração de todos os pareceres favoráveis, no processo concursal para técnicos superiores do Instituto do Emprego e Formação Profissional",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110578
5,Projeto de Resolução,1148/XIV,2,CH,"
Recomenda ao Governo que desenvolva todas as diligências junto da UE e da ONU, para o envio de uma missão humanitária de apoio a Moçambique (Cabo Delgado), no estrito respeito pela soberania desse Estado",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110577
6,Projeto de Resolução,1147/XIV,2,BE,"
Recomenda ao Governo que adote medidas que permitam dotar os/as cidadãos/ãs de comunidades nómadas de uma morada que lhes possibilite a obtenção de cartão de cidadão e um exercício de direitos igual ao dos/as demais cidadãos/ãs",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110575
7,Projeto de Resolução,1146/XIV,2,PCP,"
Recomenda ao Governo a adoção de medidas urgentes de salvaguarda do património arqueológico",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110574
8,Projeto de Resolução,1145/XIV,2,PCP,"
Cessação de Vigência do Decreto-Lei n.º 102-D/2020, de 10 de dezembro,  “Aprova o regime geral da gestão de resíduos, o regime jurídico da deposição de resíduos em aterro e altera o regime da gestão de fluxos específicos de resíduos, transpondo as Diretivas (EU) 2018/849, 2018/850, 2018/851 e 2018/852” 
",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110571
